user_id,date,value
X32MSY44,2025-09-04,47.89
X32MSY44,2025-10-15,9.86
X32MSY44,2025-10-22,40.92
X32MSY44,2025-09-23,12.33
15ISHWMH,2025-09-06,68.69
15ISHWMH,2025-09-14,123.72
15ISHWMH,2025-11-04,23.8
A3GSA1VD,2025-09-16,29.33
A3GSA1VD,2025-09-20,71.39
A3GSA1VD,2025-11-01,36.61
S205SNHY,2025-09-24,41.63
C5OARKQ7,2025-09-22,58.52
C5OARKQ7,2025-09-11,38.22
C5OARKQ7,2025-09-19,15.56
C5OARKQ7,2025-09-03,83.24
C5OARKQ7,2025-10-30,36.46
9VRIBYZF,2025-09-04,71.46
9VRIBYZF,2025-09-25,13.19
2PN393NB,2025-10-28,89.56
9GMRBIMK,2025-10-07,87.12
T2THPVF7,2025-09-16,9.74
T2THPVF7,2025-09-01,11.78
T2THPVF7,2025-10-06,79.62
T2THPVF7,2025-10-05,31.56
T2THPVF7,2025-09-22,139.5
8FCKUIKA,2025-09-12,42.31
8FCKUIKA,2025-09-19,56.01
8FCKUIKA,2025-09-09,43.83
G9NSU0H4,2025-09-10,35.02
G9NSU0H4,2025-09-30,62.9
JRO7QUVH,2025-10-11,51.06
JRO7QUVH,2025-09-18,157.9
JRO7QUVH,2025-09-12,47.39
JRO7QUVH,2025-10-25,4.95
OOZCTN0G,2025-10-22,69.88
OOZCTN0G,2025-09-06,21.07
OOZCTN0G,2025-11-04,22.99
OOZCTN0G,2025-10-20,40.29
OOZCTN0G,2025-09-14,56.31
6LNYEB2E,2025-10-06,26.84
4U595NFX,2025-09-10,12.45
PZ5MMF1V,2025-10-29,64.71
PZ5MMF1V,2025-10-28,21.34
PZ5MMF1V,2025-09-09,108.82
PZ5MMF1V,2025-11-05,12.29
P6JVUROP,2025-09-29,35.46
2FNP35JV,2025-09-15,35.14
DTTAK3OU,2025-09-05,82.99
DTTAK3OU,2025-09-24,7.73
DTTAK3OU,2025-10-25,52.55
DTTAK3OU,2025-10-17,45.5
DTTAK3OU,2025-10-15,88.2
DTTAK3OU,2025-10-29,30.61
DTTAK3OU,2025-10-31,48.44
J7IVQ59Y,2025-09-14,40.26
J7IVQ59Y,2025-10-28,15.75
J7IVQ59Y,2025-10-11,36.91
3UGAB0XK,2025-10-07,31.37
3UGAB0XK,2025-10-10,31.73
3UGAB0XK,2025-10-06,13.44
QF1UQEJX,2025-09-17,37.51
QF1UQEJX,2025-10-19,47.89
QF1UQEJX,2025-10-25,42.09
HXZEGLHA,2025-09-03,17.63
HXZEGLHA,2025-10-22,20.65
HXZEGLHA,2025-10-17,21.09
HXZEGLHA,2025-09-13,19.82
LQQAJVXB,2025-11-03,21.85
QDMBFCW9,2025-10-10,18.44
QDMBFCW9,2025-10-24,66.35
I4XM83T5,2025-10-02,41.14
I4XM83T5,2025-09-20,19.82
I4XM83T5,2025-10-12,82.87
I4XM83T5,2025-10-23,10.1
I4XM83T5,2025-11-02,35.95
I4XM83T5,2025-10-30,30.53
I4XM83T5,2025-10-06,13.14
2E6PEKL6,2025-09-01,52.63
2E6PEKL6,2025-09-30,12.55
0PKIQE4U,2025-09-25,95.87
0PKIQE4U,2025-09-24,58.1
0PKIQE4U,2025-09-14,19.67
0PKIQE4U,2025-10-19,34.28
VOEICITG,2025-09-15,24.72
VOEICITG,2025-10-21,13.39
VOEICITG,2025-09-22,38.83
VOEICITG,2025-09-03,23.17
VOEICITG,2025-09-07,144.59
XB1ZRW5R,2025-10-19,56.21
XB1ZRW5R,2025-10-15,34.56
XB1ZRW5R,2025-09-20,47.99
XB1ZRW5R,2025-10-28,7.12
WFWVPKBQ,2025-10-09,61.98
WFWVPKBQ,2025-10-13,8.3
WFWVPKBQ,2025-09-03,54.99
WFWVPKBQ,2025-10-10,92.65
WFWVPKBQ,2025-10-08,33.48
WFWVPKBQ,2025-09-10,111.36
61W0U82C,2025-10-08,40.75
61W0U82C,2025-10-19,66.62
61W0U82C,2025-10-01,17.53
JN8RFQY2,2025-11-02,17.52
JN8RFQY2,2025-09-30,14.95
JN8RFQY2,2025-10-05,41.78
JN8RFQY2,2025-10-28,79.62
2V5QUJTG,2025-10-11,13.94
2V5QUJTG,2025-10-31,20.59
2V5QUJTG,2025-10-25,131.51
2V5QUJTG,2025-09-07,53.64
2V5QUJTG,2025-10-29,10.55
MNBO4BZ9,2025-09-16,15.93
XYE104HM,2025-10-17,22.12
FITH7HOX,2025-10-24,21.96
FITH7HOX,2025-09-08,14.27
FITH7HOX,2025-11-02,21.29
FITH7HOX,2025-09-01,39.44
MMLSQQM0,2025-10-22,26.81
U6CYQ7TS,2025-11-03,12.12
DZ7QN2CJ,2025-10-29,20.76
DZ7QN2CJ,2025-10-21,84.79
DZ7QN2CJ,2025-10-02,62.82
VHEMGEZG,2025-10-21,111.03
VHEMGEZG,2025-10-07,53.69
VHEMGEZG,2025-09-30,41.45
VHEMGEZG,2025-10-27,70.95
HZ97QGZ5,2025-09-11,17.75
HZ97QGZ5,2025-09-29,24.09
HZ97QGZ5,2025-10-09,44.46
UEX4OUEQ,2025-09-12,10.96
UEX4OUEQ,2025-10-19,11.47
3AWWXHPM,2025-09-08,10.95
3AWWXHPM,2025-10-08,46.87
3AWWXHPM,2025-10-12,23.73
3AWWXHPM,2025-10-21,84.21
3AWWXHPM,2025-10-01,24.5
JZS1HDGS,2025-09-01,9.54
JZS1HDGS,2025-09-03,28.96
JZS1HDGS,2025-10-11,38.07
BND63EEC,2025-09-25,16.59
BND63EEC,2025-10-20,8.85
BND63EEC,2025-10-16,18.93
BND63EEC,2025-10-30,56.13
HFHK4PLW,2025-10-28,105.4
HFHK4PLW,2025-09-08,29.68
HFHK4PLW,2025-10-23,17.5
BSEXXFPI,2025-09-22,29.94
BSEXXFPI,2025-09-17,11.46
BSEXXFPI,2025-10-07,43.17
LFHL6DKU,2025-09-28,62.34
LFHL6DKU,2025-10-14,39.25
LFHL6DKU,2025-10-11,79.06
LFHL6DKU,2025-10-23,25.73
J7ZNKTMF,2025-09-06,26.06
J7ZNKTMF,2025-10-25,20.04
J7ZNKTMF,2025-09-03,42.69
1DYQCGPP,2025-10-19,84.19
1DYQCGPP,2025-11-05,19.68
1DYQCGPP,2025-09-03,34.02
1DYQCGPP,2025-09-27,39.96
1DYQCGPP,2025-09-21,22.82
EESMAT4U,2025-10-12,52.37
EESMAT4U,2025-10-22,14.7
EESMAT4U,2025-10-04,93.52
EESMAT4U,2025-10-16,37.89
JP3OQ969,2025-10-11,20.42
JP3OQ969,2025-09-13,19.66
JP3OQ969,2025-09-24,30.75
JP3OQ969,2025-10-30,54.46
VAAF58S5,2025-10-30,27.94
VAAF58S5,2025-09-03,8.57
UBC56ILD,2025-09-04,56.21
UBC56ILD,2025-09-08,52.1
UBC56ILD,2025-10-03,34.28
SO0IWR7T,2025-10-14,64.35
SO0IWR7T,2025-09-29,113.72
X8IXLX03,2025-09-21,45.37
X8IXLX03,2025-09-01,24.33
Y5USRM47,2025-10-17,67.66
Y5USRM47,2025-09-12,75.26
AVB66059,2025-10-03,22.96
AVB66059,2025-10-13,8.58
AVB66059,2025-11-03,23.93
AVB66059,2025-09-21,37.59
AVB66059,2025-09-03,34.24
AVB66059,2025-10-15,28.56
1QSJQZ6S,2025-09-12,13.26
1QSJQZ6S,2025-10-11,58.26
HV1FNAH3,2025-09-02,163.3
HV1FNAH3,2025-10-04,11.09
EWQ4DCL7,2025-09-02,111.26
EWQ4DCL7,2025-09-08,68.28
EWQ4DCL7,2025-11-04,16.56
EWQ4DCL7,2025-09-25,63.47
AIGW1KNF,2025-10-14,67.54
AIGW1KNF,2025-10-04,38.23
HSI0Z7CY,2025-10-29,21.54
HSI0Z7CY,2025-09-04,38.56
HSI0Z7CY,2025-10-12,46.02
HSI0Z7CY,2025-10-19,28.87
908FQI12,2025-11-01,114.63
2UDAJDZP,2025-10-16,35.35
2UDAJDZP,2025-09-03,57.15
2UDAJDZP,2025-09-02,26.79
2UDAJDZP,2025-10-10,126.75
BXIY57AN,2025-10-22,31.28
BXIY57AN,2025-10-22,103.07
BXIY57AN,2025-10-22,48.35
BXIY57AN,2025-10-03,220.32
BXIY57AN,2025-09-12,27.51
BXIY57AN,2025-09-24,49.52
21TTWSNV,2025-09-13,29.24
QXQZF9MO,2025-09-13,46.96
QXQZF9MO,2025-09-11,34.9
KMEOP6P2,2025-10-01,69.99
KMEOP6P2,2025-10-12,46.1
UYVPG5JO,2025-10-22,51.72
V5NH3MCZ,2025-10-17,38.9
V5NH3MCZ,2025-09-08,45.87
QXBFAZ9S,2025-09-07,23.16
QXBFAZ9S,2025-09-28,23.05
QXBFAZ9S,2025-10-31,19.83
ICEX7O43,2025-09-09,52.48
ICEX7O43,2025-09-26,26.58
RAJGP5XS,2025-09-18,30.35
RAJGP5XS,2025-09-14,46.54
JYG1OFVE,2025-09-23,45.28
JYG1OFVE,2025-09-08,29.76
JYG1OFVE,2025-10-08,39.76
R48EBSMV,2025-10-18,18.22
HN0LWNIP,2025-10-14,34.29
HN0LWNIP,2025-09-20,48.39
HN0LWNIP,2025-09-25,51.42
HN0LWNIP,2025-09-03,40.8
HN0LWNIP,2025-10-20,22.03
V84WTKCY,2025-09-28,8.81
V84WTKCY,2025-09-12,44.86
V84WTKCY,2025-09-03,20.5
V84WTKCY,2025-09-21,23.11
U9R8MKUV,2025-11-02,20.24
UQHWSZX8,2025-09-23,33.15
UQHWSZX8,2025-11-03,19.47
72TWBYXJ,2025-09-17,106.26
72TWBYXJ,2025-10-25,37.07
0YI3B0V1,2025-09-04,55.14
RQ3ZPXD7,2025-09-21,26.63
RQ3ZPXD7,2025-09-13,13.88
LIJPRUPA,2025-09-20,25.24
LIJPRUPA,2025-09-15,36.55
LIJPRUPA,2025-09-24,32.8
3FJMYHH5,2025-10-15,76.17
3FJMYHH5,2025-09-09,73.0
3FJMYHH5,2025-10-02,30.8
ZXXWKSQA,2025-10-14,17.55
8TXP72NW,2025-09-26,13.37
BG51J1CF,2025-09-01,103.54
BG51J1CF,2025-10-02,70.76
BG51J1CF,2025-10-22,13.72
BG51J1CF,2025-09-23,18.98
QLY8KOSP,2025-09-05,29.5
2XVO4BCR,2025-11-01,132.08
2XVO4BCR,2025-10-16,65.27
2XVO4BCR,2025-10-31,10.33
2XVO4BCR,2025-09-07,58.35
2XVO4BCR,2025-10-15,68.95
938KJ1PY,2025-10-29,17.3
938KJ1PY,2025-10-06,15.66
938KJ1PY,2025-09-03,23.82
K7WEFAQ0,2025-10-22,10.47
K7WEFAQ0,2025-09-23,14.13
K7WEFAQ0,2025-10-12,7.65
K7WEFAQ0,2025-10-24,25.83
K7WEFAQ0,2025-09-24,37.4
K7WEFAQ0,2025-09-19,30.16
URBN61HQ,2025-10-09,24.23
9OORQ4CV,2025-10-08,65.15
9OORQ4CV,2025-10-06,49.95
9OORQ4CV,2025-10-18,13.7
BRZNDUOK,2025-10-17,18.95
BRZNDUOK,2025-10-15,121.73
BRZNDUOK,2025-09-26,14.77
BRZNDUOK,2025-10-12,19.37
7A6AY8G0,2025-10-28,22.73
7A6AY8G0,2025-09-16,39.16
7A6AY8G0,2025-10-30,15.56
A1ABBKQH,2025-09-17,57.85
A1ABBKQH,2025-10-04,30.49
A1ABBKQH,2025-09-13,13.51
A1ABBKQH,2025-10-19,26.22
A1ABBKQH,2025-11-03,49.19
TEGD0UKN,2025-09-09,56.36
8JB3SA7J,2025-09-19,20.52
8JB3SA7J,2025-09-20,46.22
8JB3SA7J,2025-09-03,56.38
C15C7ZVW,2025-10-18,101.34
C15C7ZVW,2025-09-03,36.04
WKMOOHV7,2025-10-13,76.68
29D2XPKN,2025-09-22,20.4
29D2XPKN,2025-09-10,17.18
VUUDITB6,2025-10-06,31.94
VUUDITB6,2025-09-12,109.08
VUUDITB6,2025-09-08,43.26
VUUDITB6,2025-10-30,21.39
VUUDITB6,2025-11-02,50.22
TGOYTWYY,2025-09-10,12.54
TGOYTWYY,2025-10-04,84.85
N4IKBP6E,2025-09-28,32.2
N4IKBP6E,2025-10-07,46.73
UU4U8VV8,2025-09-05,22.95
UU4U8VV8,2025-09-04,24.71
UU4U8VV8,2025-10-02,27.41
G6VW1KEK,2025-09-30,48.07
G6VW1KEK,2025-10-10,104.23
G6VW1KEK,2025-09-12,62.99
TLEFZLS5,2025-10-15,37.39
E9W8S6UU,2025-09-12,75.52
DUNJA59D,2025-09-08,52.45
DUNJA59D,2025-10-23,3.77
DUNJA59D,2025-10-16,24.16
DUNJA59D,2025-10-09,10.69
8Z9KQWLK,2025-09-09,10.85
FXOXO7IQ,2025-10-18,16.01
FXOXO7IQ,2025-10-27,47.54
FXOXO7IQ,2025-10-14,28.96
FXOXO7IQ,2025-09-14,49.44
FXOXO7IQ,2025-09-08,106.21
ORERO3ZY,2025-09-20,23.53
ORERO3ZY,2025-10-11,49.27
ORERO3ZY,2025-09-19,27.86
ORERO3ZY,2025-09-23,31.3
ORERO3ZY,2025-10-02,11.08
PB8QRS52,2025-09-15,22.31
PB8QRS52,2025-09-22,118.15
PB8QRS52,2025-10-31,85.43
RZ2HVP9F,2025-10-24,37.22
RZ2HVP9F,2025-10-14,29.27
TA4I4A72,2025-10-07,192.77
TA4I4A72,2025-09-25,51.17
TA4I4A72,2025-10-07,27.62
V9UX6FWV,2025-09-03,24.43
V9UX6FWV,2025-09-20,39.28
V9UX6FWV,2025-11-04,73.24
V9UX6FWV,2025-09-27,28.45
KBHK27D0,2025-09-27,30.6
KX35GQJT,2025-10-10,40.71
KX35GQJT,2025-10-28,37.87
VICLSKUL,2025-10-09,25.01
VICLSKUL,2025-09-10,26.0
O5IDB7KM,2025-10-03,56.14
L3DHVQHP,2025-10-16,60.17
O2L5MATI,2025-10-28,51.41
8SYEAB34,2025-10-10,40.35
8SYEAB34,2025-10-26,41.85
8SYEAB34,2025-09-21,56.3
8SYEAB34,2025-09-07,28.65
Z0R5TJ35,2025-11-03,13.53
Z0R5TJ35,2025-10-30,21.36
Z0R5TJ35,2025-10-22,42.94
62T0OVEA,2025-10-07,13.93
62T0OVEA,2025-09-10,18.47
62T0OVEA,2025-10-17,24.02
62T0OVEA,2025-09-28,36.95
62T0OVEA,2025-10-01,30.11
62T0OVEA,2025-10-12,13.03
U1IUPXUJ,2025-10-02,17.96
U1IUPXUJ,2025-10-01,14.57
VHKV26GV,2025-09-28,28.11
VHKV26GV,2025-09-29,34.69
STCO3151,2025-09-03,30.23
STCO3151,2025-10-11,42.77
STCO3151,2025-09-28,43.49
STCO3151,2025-09-07,16.99
STCO3151,2025-10-10,19.25
1QLZTS33,2025-10-16,96.98
1QLZTS33,2025-09-26,22.99
KF4OFMOQ,2025-09-27,68.78
KF4OFMOQ,2025-09-26,55.67
KF4OFMOQ,2025-10-26,55.86
KF4OFMOQ,2025-09-03,46.08
UEN7QBRM,2025-10-22,63.04
UEN7QBRM,2025-10-21,25.7
35656XSW,2025-09-03,23.95
WQGOYMM0,2025-10-01,61.02
WQGOYMM0,2025-09-07,20.36
WQGOYMM0,2025-09-27,39.53
WQGOYMM0,2025-11-02,7.33
WP3IONTC,2025-10-12,27.69
AG636ZCE,2025-10-21,33.39
AG636ZCE,2025-09-12,15.17
6YTQ9VUO,2025-09-08,40.88
6YTQ9VUO,2025-10-10,28.03
VYU0W1M8,2025-10-25,38.8
7VW0TQKD,2025-10-12,15.04
7VW0TQKD,2025-10-06,35.56
7VW0TQKD,2025-09-14,22.64
7VW0TQKD,2025-09-21,70.67
7VW0TQKD,2025-10-03,25.94
OK240SFL,2025-10-28,28.32
X58Z5ZA7,2025-11-05,31.13
X58Z5ZA7,2025-10-18,99.4
X58Z5ZA7,2025-09-12,54.46
X58Z5ZA7,2025-09-24,75.97
7964NAGH,2025-09-07,17.83
UYPRNLL0,2025-10-27,83.48
UYPRNLL0,2025-11-05,107.93
UYPRNLL0,2025-09-05,87.78
4WXKFJQF,2025-10-30,21.38
4WXKFJQF,2025-09-07,71.23
ES4CQLI1,2025-10-21,30.42
ES4CQLI1,2025-10-19,35.68
GM7SMI7X,2025-09-03,56.26
AIUIHWC2,2025-10-03,11.92
6JV4RL3N,2025-09-19,33.34
6JV4RL3N,2025-10-01,17.08
6JV4RL3N,2025-10-09,38.32
6JV4RL3N,2025-09-19,27.54
6JV4RL3N,2025-10-10,52.47
6JV4RL3N,2025-10-05,16.44
6JV4RL3N,2025-09-09,83.53
6JV4RL3N,2025-09-04,27.71
6JV4RL3N,2025-10-19,31.62
YHHHIHYG,2025-09-17,18.31
YHHHIHYG,2025-10-25,77.36
YHHHIHYG,2025-10-07,38.53
UK5Q5B71,2025-09-29,24.99
UK5Q5B71,2025-10-25,27.52
UK5Q5B71,2025-09-19,52.35
UK5Q5B71,2025-10-09,32.94
UK5Q5B71,2025-09-30,23.29
LS2MG5HV,2025-09-25,14.1
LS2MG5HV,2025-09-02,12.9
LS2MG5HV,2025-09-25,35.18
ZI9QEG9T,2025-09-16,38.41
ZI9QEG9T,2025-11-05,43.0
ZI9QEG9T,2025-10-05,22.7
WVD9MUQM,2025-09-11,91.55
NUR6MGV9,2025-10-09,64.36
NUR6MGV9,2025-09-06,19.2
NUR6MGV9,2025-09-14,53.29
NUR6MGV9,2025-09-03,13.46
NUR6MGV9,2025-10-26,5.67
5EAFTXW2,2025-10-15,38.37
VAI62ZCC,2025-10-21,36.7
VAI62ZCC,2025-09-16,6.28
VAI62ZCC,2025-10-13,30.41
VAI62ZCC,2025-09-16,83.98
VAI62ZCC,2025-10-27,33.8
VAI62ZCC,2025-10-11,43.23
VAI62ZCC,2025-09-17,44.65
APLS74YR,2025-10-13,8.88
M594P092,2025-10-18,40.14
M594P092,2025-09-06,4.71
KQOZ2X7R,2025-09-18,109.7
DZXJ2ULF,2025-11-01,62.23
DZXJ2ULF,2025-10-31,29.14
WTRCAQ3E,2025-09-15,238.84
WTRCAQ3E,2025-10-05,11.54
WTRCAQ3E,2025-09-27,11.86
WTRCAQ3E,2025-09-23,32.16
WTRCAQ3E,2025-09-28,70.05
WTRCAQ3E,2025-10-16,127.6
WTRCAQ3E,2025-10-14,70.75
EP702QVZ,2025-09-02,30.22
93HV6FE0,2025-11-02,31.73
93HV6FE0,2025-09-22,30.42
MSZ3DV86,2025-10-26,15.86
MPLJYP5L,2025-09-04,8.84
MPLJYP5L,2025-09-22,102.07
MPLJYP5L,2025-09-17,69.27
MP1UXKHY,2025-09-17,24.3
MP1UXKHY,2025-10-12,27.33
MP1UXKHY,2025-09-08,17.94
MP1UXKHY,2025-10-15,16.72
4Z6EORUS,2025-09-24,32.43
4Z6EORUS,2025-09-17,14.77
UVS151DX,2025-09-22,34.17
8WAGEJMZ,2025-10-14,69.8
8WAGEJMZ,2025-09-16,11.39
O2A49NYZ,2025-09-23,122.57
O2A49NYZ,2025-10-20,40.92
3HX3DQA7,2025-10-11,104.03
3HX3DQA7,2025-09-28,64.56
3HX3DQA7,2025-10-15,32.97
QYD2LSVP,2025-09-05,47.17
QYD2LSVP,2025-09-27,15.07
6QKHAWUV,2025-10-03,70.93
6QKHAWUV,2025-09-26,44.89
6QKHAWUV,2025-09-19,130.75
XVUAZFJS,2025-11-02,10.33
JYWNOSOR,2025-10-02,64.88
JYWNOSOR,2025-09-24,19.59
JYWNOSOR,2025-10-13,45.97
JYWNOSOR,2025-09-09,12.35
QMZINFNM,2025-10-11,48.8
ZKMNDIST,2025-10-06,70.44
ZKMNDIST,2025-10-31,30.88
W288YZX4,2025-10-01,16.34
134EX0RB,2025-10-18,40.29
134EX0RB,2025-11-01,28.89
134EX0RB,2025-09-29,24.76
134EX0RB,2025-10-11,61.5
T1B2V0PS,2025-10-13,24.35
JJGSBW4H,2025-10-16,15.56
JJGSBW4H,2025-10-16,10.2
Q05FTE7I,2025-10-20,24.04
6X7SU2H6,2025-10-05,12.8
G77R02CM,2025-10-29,38.05
G77R02CM,2025-11-01,17.8
G77R02CM,2025-09-01,25.82
G77R02CM,2025-09-24,32.03
G77R02CM,2025-10-20,30.01
G77R02CM,2025-10-29,44.03
G77R02CM,2025-10-09,18.45
GDXUDBQD,2025-09-24,44.96
GDXUDBQD,2025-09-17,75.12
GDXUDBQD,2025-10-13,20.45
GDXUDBQD,2025-11-04,60.88
EFA0EMVO,2025-09-10,46.95
EFA0EMVO,2025-10-05,130.26
EFA0EMVO,2025-09-06,18.37
EFA0EMVO,2025-09-11,27.52
YEQ0T48V,2025-10-14,9.19
YEQ0T48V,2025-10-05,116.96
YEQ0T48V,2025-10-06,98.23
YEQ0T48V,2025-09-22,31.11
YEQ0T48V,2025-10-21,33.87
SG1GQGT8,2025-09-11,20.49
SG1GQGT8,2025-11-01,24.99
SG1GQGT8,2025-09-06,71.6
SG1GQGT8,2025-09-03,63.53
SG1GQGT8,2025-10-26,54.54
BQMFNADA,2025-11-02,19.35
BQMFNADA,2025-09-30,40.57
BQMFNADA,2025-10-13,27.42
BQMFNADA,2025-10-12,8.94
VLDEWM2U,2025-09-19,17.94
VLDEWM2U,2025-09-14,20.03
VLDEWM2U,2025-10-16,15.7
VLDEWM2U,2025-10-18,128.14
188NGICQ,2025-10-27,21.7
188NGICQ,2025-10-06,73.1
188NGICQ,2025-09-29,19.6
U3NWQ7MQ,2025-10-09,14.0
U3NWQ7MQ,2025-11-03,68.84
U3NWQ7MQ,2025-10-12,31.19
EJ3ORX4F,2025-10-21,8.07
EJ3ORX4F,2025-10-01,18.88
EJ3ORX4F,2025-09-01,32.1
IGVDDIRP,2025-09-07,40.65
IGVDDIRP,2025-10-09,15.96
IGVDDIRP,2025-10-05,21.69
IGVDDIRP,2025-09-26,21.44
IGVDDIRP,2025-09-26,40.22
K5STJDHJ,2025-09-17,25.09
K5STJDHJ,2025-09-26,23.49
3EHUC662,2025-10-25,14.58
3EHUC662,2025-10-25,17.69
3EHUC662,2025-09-20,21.51
3EHUC662,2025-10-29,54.35
YXOS4RCK,2025-09-28,121.24
50WAEVCU,2025-10-10,31.25
50WAEVCU,2025-10-12,58.2
50WAEVCU,2025-10-28,17.17
50WAEVCU,2025-09-10,17.73
50WAEVCU,2025-10-02,83.55
50WAEVCU,2025-11-02,10.44
50WAEVCU,2025-10-23,30.66
50WAEVCU,2025-10-06,7.58
OYIAA8RX,2025-11-01,294.2
OYIAA8RX,2025-10-03,75.11
OYIAA8RX,2025-11-05,124.93
4X05HDO4,2025-09-18,32.49
4X05HDO4,2025-10-12,32.31
67KR0TWS,2025-10-22,61.33
67KR0TWS,2025-10-12,55.39
67KR0TWS,2025-09-19,28.03
3CK1ANZX,2025-09-27,47.67
3CK1ANZX,2025-09-13,67.25
3CK1ANZX,2025-10-20,20.4
3CK1ANZX,2025-10-18,46.14
KTPEFKD4,2025-09-18,40.44
KTPEFKD4,2025-10-30,46.52
KTPEFKD4,2025-10-17,37.2
KTPEFKD4,2025-10-13,36.8
Q5FWANF1,2025-09-27,59.39
Q5FWANF1,2025-10-12,21.0
Q5FWANF1,2025-10-20,38.5
S0FESTOM,2025-11-04,17.87
B2T38BUO,2025-11-03,26.16
S6R1KPGN,2025-10-26,3.28
S6R1KPGN,2025-09-17,89.47
8T9K6CIC,2025-10-15,14.48
8T9K6CIC,2025-10-06,30.51
8T9K6CIC,2025-10-25,19.0
8T9K6CIC,2025-10-04,16.29
8T9K6CIC,2025-09-11,46.47
8T9K6CIC,2025-10-24,11.87
8T9K6CIC,2025-09-29,7.11
8T9K6CIC,2025-10-27,37.45
8T9K6CIC,2025-10-08,34.16
PRJ4FHH9,2025-10-21,12.78
PRJ4FHH9,2025-10-24,47.95
PRJ4FHH9,2025-10-21,4.41
PRJ4FHH9,2025-10-18,28.74
PRJ4FHH9,2025-10-17,16.95
PRJ4FHH9,2025-10-20,39.06
N7EL0OO7,2025-09-27,42.25
N7EL0OO7,2025-10-19,8.28
N7EL0OO7,2025-11-02,45.18
N7EL0OO7,2025-10-20,10.34
N7EL0OO7,2025-09-19,27.0
UNH9A9W3,2025-10-18,13.92
UNH9A9W3,2025-10-06,53.09
H7YGSSX9,2025-09-13,41.03
GDHTR5QY,2025-10-09,27.94
GDHTR5QY,2025-10-21,47.5
GDHTR5QY,2025-09-11,13.5
GDHTR5QY,2025-10-11,16.01
NTDZQAR0,2025-11-04,63.84
NTDZQAR0,2025-10-25,81.55
HURJZNJV,2025-10-14,26.01
HURJZNJV,2025-10-16,34.28
LGHB23EG,2025-09-16,26.13
N59TLI82,2025-09-05,32.36
2D2E31KM,2025-10-05,8.03
4ETU7DVY,2025-09-08,69.19
4ETU7DVY,2025-11-04,20.93
4ETU7DVY,2025-09-09,37.23
LTQ0OCO5,2025-11-04,30.9
LTQ0OCO5,2025-10-02,27.36
LTQ0OCO5,2025-10-04,21.2
LTQ0OCO5,2025-09-25,30.77
KMJ77NEY,2025-09-10,15.86
KMJ77NEY,2025-10-01,56.69
KMJ77NEY,2025-10-05,74.86
H8LY5VMX,2025-09-04,38.95
H8LY5VMX,2025-09-12,12.63
H8LY5VMX,2025-09-10,44.11
H8LY5VMX,2025-10-12,16.81
63T6SZO2,2025-09-06,35.13
AC3KWLVY,2025-10-11,63.35
L91KAPMV,2025-10-09,48.96
L91KAPMV,2025-10-08,41.23
L91KAPMV,2025-10-04,74.57
L91KAPMV,2025-10-06,20.41
QUMQAR6H,2025-10-15,21.98
X04H3N70,2025-10-25,35.57
X04H3N70,2025-09-05,30.08
X04H3N70,2025-09-22,41.45
X04H3N70,2025-09-04,12.66
X04H3N70,2025-10-11,66.68
OZ0CCN3F,2025-09-24,25.24
OZ0CCN3F,2025-09-28,114.8
NI9KETFJ,2025-09-19,27.66
NI9KETFJ,2025-09-27,46.63
MTRCQRIW,2025-09-02,10.03
MTRCQRIW,2025-10-08,33.72
MTRCQRIW,2025-09-10,25.72
MTRCQRIW,2025-10-01,31.49
LSRBXGG4,2025-09-22,41.48
LSRBXGG4,2025-11-03,34.24
NACT8558,2025-09-19,49.8
SJZH4ZMD,2025-09-20,41.63
SJZH4ZMD,2025-09-03,26.37
Q07UZOS0,2025-09-15,32.92
Q07UZOS0,2025-10-04,11.32
Q07UZOS0,2025-09-03,27.4
Q07UZOS0,2025-10-27,16.09
Q07UZOS0,2025-09-22,21.79
NTW0VKB2,2025-09-24,62.95
NTW0VKB2,2025-10-11,9.72
NTW0VKB2,2025-09-01,45.48
ZYP060B3,2025-09-25,38.79
ZYP060B3,2025-09-04,26.08
ZYP060B3,2025-10-08,15.69
X28GL6SH,2025-11-04,47.43
X28GL6SH,2025-09-10,26.43
94KWOVTB,2025-10-18,58.1
94KWOVTB,2025-10-22,87.37
94KWOVTB,2025-09-18,34.25
PKKSA8JP,2025-09-27,23.5
PKKSA8JP,2025-09-06,33.1
PKKSA8JP,2025-10-25,64.72
II9AFF99,2025-09-04,13.04
II9AFF99,2025-09-03,43.06
II9AFF99,2025-10-13,17.65
II9AFF99,2025-10-09,9.17
3BL47NFV,2025-10-22,72.89
3BL47NFV,2025-10-09,22.26
3BL47NFV,2025-10-21,46.43
IEO5RKZC,2025-09-24,36.08
IEO5RKZC,2025-09-13,8.23
CRAN5VGK,2025-09-24,18.83
CRAN5VGK,2025-10-27,59.35
HZ6Y5HJQ,2025-09-25,38.09
HZ6Y5HJQ,2025-10-22,50.52
HZ6Y5HJQ,2025-10-25,30.03
IQBHZR8W,2025-10-20,12.36
IQBHZR8W,2025-09-14,21.73
IQBHZR8W,2025-09-12,43.94
IQBHZR8W,2025-10-16,24.83
IQBHZR8W,2025-10-17,58.12
IQBHZR8W,2025-10-04,36.29
MGUYHZWG,2025-10-13,63.17
MGUYHZWG,2025-11-05,24.24
MGUYHZWG,2025-10-23,47.49
MGUYHZWG,2025-10-23,40.03
8G7172CV,2025-11-05,110.91
XZ1LZAYT,2025-09-06,69.86
